SEQUENCE1,SEQUENCE2,SEQUENCE3,SEQUENCE4,ORG,OBJ,PROJECT,ACCOUNT,ACCOUNT DESCRIPTION,TYPE,ORIGINAL APPROP
1000,50,5010,522500,10007340,522500,,1000-50-50-5010-501010-000000-000-522500-,Telecommunications,E,10560
1000,50,5010,522510,10007340,522510,,1000-50-50-5010-501010-000000-000-522510-,ISP Telecommunications,E,5068
1000,50,5010,523000,10007340,523000,,1000-50-50-5010-501010-000000-000-523000-,ISP Insurance Premiums,E,837634
1000,50,5010,523010,10007340,523010,,1000-50-50-5010-501010-000000-000-523010-,ISP Insurance Administration,E,196132
1000,50,5010,524020,10007340,524020,,1000-50-50-5010-501010-000000-000-524020-,Rental Of Equipment,E,0
1000,50,5010,529000,10007340,529000,,1000-50-50-5010-501010-000000-000-529000-,Travel & Meetings,E,13225
1000,50,5010,529010,10007340,529010,,1000-50-50-5010-501010-000000-000-529010-,Empl Reimb Training Exp,E,3000
1000,50,5010,529020,10007340,529020,,1000-50-50-5010-501010-000000-000-529020-,Training Conf & Meetings,E,47107
1000,50,5010,529030,10007340,529030,,1000-50-50-5010-501010-000000-000-529030-,Postage,E,720
1000,50,5010,529030,10007360,529030,,1000-50-50-5010-506175-000000-000-529030-,Postage,E,225
1000,50,5010,529040,10007340,529040,,1000-50-50-5010-501010-000000-000-529040-,Printing & Publishing,E,9950
1000,50,5010,529050,10007340,529050,,1000-50-50-5010-501010-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,1680
1000,50,5020,510100,10007370,510100,,1000-50-50-5020-000000-000000-000-510100-,Salaries & Wages - Regular,E,1086262
1000,50,5020,510100,10007380,510100,,1000-50-50-5020-501150-000000-000-510100-,Salaries & Wages - Regular,E,88629
1000,50,5020,510100,10007390,510100,,1000-50-50-5020-501580-000000-000-510100-,Salaries & Wages - Regular,E,0
1000,50,5020,510100,10007400,510100,,1000-50-50-5020-502012-000000-000-510100-,Salaries & Wages - Regular,E,0
1000,50,5020,510100,10007410,510100,,1000-50-50-5020-503500-000000-000-510100-,Salaries & Wages - Regular,E,0
1000,50,5020,510100,10007420,510100,,1000-50-50-5020-507690-000000-000-510100-,Salaries & Wages - Regular,E,0
1000,50,5020,510100,10007430,510100,,1000-50-50-5020-508520-000000-000-510100-,Salaries & Wages - Regular,E,0
1000,50,5020,510140,10007370,510140,,1000-50-50-5020-000000-000000-000-510140-,Overtime,E,0
1000,50,5020,510140,10007380,510140,,1000-50-50-5020-501150-000000-000-510140-,Overtime,E,0
1000,50,5020,510140,10007390,510140,,1000-50-50-5020-501580-000000-000-510140-,Overtime,E,0
1000,50,5020,510140,10007400,510140,,1000-50-50-5020-502012-000000-000-510140-,Overtime,E,0
1000,50,5020,510140,10007410,510140,,1000-50-50-5020-503500-000000-000-510140-,Overtime,E,0
1000,50,5020,510140,10007430,510140,,1000-50-50-5020-508520-000000-000-510140-,Overtime,E,0
1000,50,5020,510195,10007370,510195,,1000-50-50-5020-000000-000000-000-510195-,Employee Merit Pay,E,23788
1000,50,5020,510195,10007380,510195,,1000-50-50-5020-501150-000000-000-510195-,Employee Merit Pay,E,1901
1000,50,5020,510195,10007390,510195,,1000-50-50-5020-501580-000000-000-510195-,Employee Merit Pay,E,0
1000,50,5020,510195,10007400,510195,,1000-50-50-5020-502012-000000-000-510195-,Employee Merit Pay,E,0
1000,50,5020,510195,10007410,510195,,1000-50-50-5020-503500-000000-000-510195-,Employee Merit Pay,E,0
1000,50,5020,510195,10007420,510195,,1000-50-50-5020-507690-000000-000-510195-,Employee Merit Pay,E,0
1000,50,5020,510195,10007430,510195,,1000-50-50-5020-508520-000000-000-510195-,Employee Merit Pay,E,0
1000,50,5020,515130,10007370,515130,,1000-50-50-5020-000000-000000-000-515130-,Social Security Tax,E,85077
1000,50,5020,515130,10007380,515130,,1000-50-50-5020-501150-000000-000-515130-,Social Security Tax,E,6926
1000,50,5020,515130,10007390,515130,,1000-50-50-5020-501580-000000-000-515130-,Social Security Tax,E,0
1000,50,5020,515130,10007400,515130,,1000-50-50-5020-502012-000000-000-515130-,Social Security Tax,E,0
1000,50,5020,515130,10007410,515130,,1000-50-50-5020-503500-000000-000-515130-,Social Security Tax,E,0
1000,50,5020,515130,10007420,515130,,1000-50-50-5020-507690-000000-000-515130-,Social Security Tax,E,0
1000,50,5020,515130,10007430,515130,,1000-50-50-5020-508520-000000-000-515130-,Social Security Tax,E,0
1000,50,5020,515140,10007370,515140,,1000-50-50-5020-000000-000000-000-515140-,Empl Retirement Expns,E,79328
1000,50,5020,515140,10007380,515140,,1000-50-50-5020-501150-000000-000-515140-,Empl Retirement Expns,E,6491
1000,50,5020,515140,10007390,515140,,1000-50-50-5020-501580-000000-000-515140-,Empl Retirement Expns,E,0
1000,50,5020,515140,10007400,515140,,1000-50-50-5020-502012-000000-000-515140-,Empl Retirement Expns,E,0
1000,50,5020,515140,10007410,515140,,1000-50-50-5020-503500-000000-000-515140-,Empl Retirement Expns,E,0
1000,50,5020,515140,10007420,515140,,1000-50-50-5020-507690-000000-000-515140-,Empl Retirement Expns,E,0
1000,50,5020,515140,10007430,515140,,1000-50-50-5020-508520-000000-000-515140-,Empl Retirement Expns,E,0
1000,50,5020,515150,10007370,515150,,1000-50-50-5020-000000-000000-000-515150-,Empl Insurance Premium,E,116766
1000,50,5020,515150,10007380,515150,,1000-50-50-5020-501150-000000-000-515150-,Empl Insurance Premium,E,12974
1000,50,5020,515150,10007390,515150,,1000-50-50-5020-501580-000000-000-515150-,Empl Insurance Premium,E,0
1000,50,5020,515150,10007400,515150,,1000-50-50-5020-502012-000000-000-515150-,Empl Insurance Premium,E,0
1000,50,5020,515150,10007410,515150,,1000-50-50-5020-503500-000000-000-515150-,Empl Insurance Premium,E,0
1000,50,5020,515150,10007420,515150,,1000-50-50-5020-507690-000000-000-515150-,Empl Insurance Premium,E,0
1000,50,5020,515150,10007430,515150,,1000-50-50-5020-508520-000000-000-515150-,Empl Insurance Premium,E,0
1000,50,5020,515190,10007370,515190,,1000-50-50-5020-000000-000000-000-515190-,401K Retirement,E,33192
1000,50,5020,515190,10007380,515190,,1000-50-50-5020-501150-000000-000-515190-,401K Retirement,E,2716
1000,50,5020,515190,10007390,515190,,1000-50-50-5020-501580-000000-000-515190-,401K Retirement,E,0
1000,50,5020,515190,10007400,515190,,1000-50-50-5020-502012-000000-000-515190-,401K Retirement,E,0
1000,50,5020,515190,10007410,515190,,1000-50-50-5020-503500-000000-000-515190-,401K Retirement,E,0
1000,50,5020,515190,10007420,515190,,1000-50-50-5020-507690-000000-000-515190-,401K Retirement,E,0
1000,50,5020,515190,10007430,515190,,1000-50-50-5020-508520-000000-000-515190-,401K Retirement,E,0
1000,50,5020,515200,10007370,515200,,1000-50-50-5020-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,5722
1000,50,5020,515200,10007400,515200,,1000-50-50-5020-502012-000000-000-515200-,Othr Empl Fringe Bnfts,E,0
1000,50,5020,520030,10007370,520030,,1000-50-50-5020-000000-000000-000-520030-,Uniforms-Prot Clothing,E,2700
1000,50,5020,520030,10007380,520030,,1000-50-50-5020-501150-000000-000-520030-,Uniforms-Prot Clothing,E,0
1000,50,5020,520030,10007390,520030,,1000-50-50-5020-501580-000000-000-520030-,Uniforms-Prot Clothing,E,0
1000,50,5020,520030,10007400,520030,,1000-50-50-5020-502012-000000-000-520030-,Uniforms-Prot Clothing,E,0
1000,50,5020,520030,10007410,520030,,1000-50-50-5020-503500-000000-000-520030-,Uniforms-Prot Clothing,E,0
1000,50,5020,520030,10007430,520030,,1000-50-50-5020-508520-000000-000-520030-,Uniforms-Prot Clothing,E,0
1000,50,5020,520040,10007380,520040,,1000-50-50-5020-501150-000000-000-520040-,Rental of Uniforms,E,0
1000,50,5020,520040,10007390,520040,,1000-50-50-5020-501580-000000-000-520040-,Rental of Uniforms,E,0
1000,50,5020,520040,10007400,520040,,1000-50-50-5020-502012-000000-000-520040-,Rental of Uniforms,E,0
1000,50,5020,520040,10007430,520040,,1000-50-50-5020-508520-000000-000-520040-,Rental of Uniforms,E,0
1000,50,5020,520050,10007370,520050,,1000-50-50-5020-000000-000000-000-520050-,Auto & Othr Allowances,E,3773
1000,50,5020,520050,10007380,520050,,1000-50-50-5020-501150-000000-000-520050-,Auto & Othr Allowances,E,0
1000,50,5020,520050,10007390,520050,,1000-50-50-5020-501580-000000-000-520050-,Auto & Othr Allowances,E,0
1000,50,5020,520050,10007400,520050,,1000-50-50-5020-502012-000000-000-520050-,Auto & Othr Allowances,E,0
1000,50,5020,520050,10007420,520050,,1000-50-50-5020-507690-000000-000-520050-,Auto & Othr Allowances,E,0
1000,50,5020,520050,10007430,520050,,1000-50-50-5020-508520-000000-000-520050-,Auto & Othr Allowances,E,0
1000,50,5020,520060,10007370,520060,,1000-50-50-5020-000000-000000-000-520060-,Meals and Subsistence,E,1510
1000,50,5020,520060,10007380,520060,,1000-50-50-5020-501150-000000-000-520060-,Meals and Subsistence,E,350
1000,50,5020,520060,10007400,520060,,1000-50-50-5020-502012-000000-000-520060-,Meals and Subsistence,E,0
1000,50,5020,520060,10007410,520060,,1000-50-50-5020-503500-000000-000-520060-,Meals and Subsistence,E,0
1000,50,5020,520060,10007420,520060,,1000-50-50-5020-507690-000000-000-520060-,Meals and Subsistence,E,0
1000,50,5020,520060,10007430,520060,,1000-50-50-5020-508520-000000-000-520060-,Meals and Subsistence,E,0
1000,50,5020,520110,10007370,520110,,1000-50-50-5020-000000-000000-000-520110-,M&R Equipment,E,4477
1000,50,5020,520110,10007400,520110,,1000-50-50-5020-502012-000000-000-520110-,M&R Equipment,E,0
1000,50,5020,520110,10007430,520110,,1000-50-50-5020-508520-000000-000-520110-,M&R Equipment,E,0
1000,50,5020,520120,10007390,520120,,1000-50-50-5020-501580-000000-000-520120-,M&R-Buildings,E,0
1000,50,5020,520130,10007370,520130,,1000-50-50-5020-000000-000000-000-520130-,ISP M&R-Bldg Renov and Cons,E,67529
1000,50,5020,520140,10007370,520140,,1000-50-50-5020-000000-000000-000-520140-,ISP M&R-Land & Water Areas,E,30273
1000,50,5020,520210,10007370,520210,,1000-50-50-5020-000000-000000-000-520210-,Advertising,E,25500
1000,50,5020,520210,10007400,520210,,1000-50-50-5020-502012-000000-000-520210-,Advertising,E,0
1000,50,5020,520210,10007420,520210,,1000-50-50-5020-507690-000000-000-520210-,Advertising,E,0
1000,50,5020,520210,10505180,520210,,1000-50-50-5020-507690-505010-000-520210-,Advertising,E,0
1000,50,5020,520210,10505190,520210,,1000-50-50-5020-507690-505020-000-520210-,Advertising,E,0
1000,50,5020,520220,10007390,520220,,1000-50-50-5020-501580-000000-000-520220-,Prof & Technical Services,E,0
1000,50,5020,520310,10007390,520310,,1000-50-50-5020-501580-000000-000-520310-,Chemicals & Lab Supply,E,0
1000,50,5020,520570,10007400,520570,,1000-50-50-5020-502012-000000-000-520570-,Laundry & Cleaning,E,0
1000,50,5020,520610,10007400,520610,,1000-50-50-5020-502012-000000-000-520610-,Education,E,0
1000,50,5020,520610,10007410,520610,,1000-50-50-5020-503500-000000-000-520610-,Education,E,0
1000,50,5020,520610,10007420,520610,,1000-50-50-5020-507690-000000-000-520610-,Education,E,0
1000,50,5020,520610,10007430,520610,,1000-50-50-5020-508520-000000-000-520610-,Education,E,0
1000,50,5020,521900,10007370,521900,,1000-50-50-5020-000000-000000-000-521900-,Fees - Other,E,0
1000,50,5020,521900,10007380,521900,,1000-50-50-5020-501150-000000-000-521900-,Fees - Other,E,100
1000,50,5020,521900,10007390,521900,,1000-50-50-5020-501580-000000-000-521900-,Fees - Other,E,0
1000,50,5020,521900,10007400,521900,,1000-50-50-5020-502012-000000-000-521900-,Fees - Other,E,0
1000,50,5020,521910,10007370,521910,,1000-50-50-5020-000000-000000-000-521910-,Misc Contractual Services,E,99545
1000,50,5020,521910,10007380,521910,,1000-50-50-5020-501150-000000-000-521910-,Misc Contractual Services,E,500
1000,50,5020,521910,10007390,521910,,1000-50-50-5020-501580-000000-000-521910-,Misc Contractual Services,E,0
1000,50,5020,521910,10007400,521910,,1000-50-50-5020-502012-000000-000-521910-,Misc Contractual Services,E,0
1000,50,5020,521910,10007410,521910,,1000-50-50-5020-503500-000000-000-521910-,Misc Contractual Services,E,0
1000,50,5020,521910,10007420,521910,,1000-50-50-5020-507690-000000-000-521910-,Misc Contractual Services,E,0
1000,50,5020,521910,10007430,521910,,1000-50-50-5020-508520-000000-000-521910-,Misc Contractual Services,E,0
1000,50,5020,522000,10007370,522000,,1000-50-50-5020-000000-000000-000-522000-,Motor Fuels & Lubrcnts,E,5040
1000,50,5020,522000,10007400,522000,,1000-50-50-5020-502012-000000-000-522000-,Motor Fuels & Lubrcnts,E,0
1000,50,5020,522000,10007430,522000,,1000-50-50-5020-508520-000000-000-522000-,Motor Fuels & Lubrcnts,E,0
1000,50,5020,522200,10007370,522200,,1000-50-50-5020-000000-000000-000-522200-,Janitorial & Cleaning Supplies,E,3060
1000,50,5020,522200,10007390,522200,,1000-50-50-5020-501580-000000-000-522200-,Janitorial & Cleaning Supplies,E,0
1000,50,5020,522200,10007400,522200,,1000-50-50-5020-502012-000000-000-522200-,Janitorial & Cleaning Supplies,E,0
1000,50,5020,522210,10007370,522210,,1000-50-50-5020-000000-000000-000-522210-,Specialty Departmental Supplie,E,12700
1000,50,5020,522210,10007380,522210,,1000-50-50-5020-501150-000000-000-522210-,Specialty Departmental Supplie,E,1000
1000,50,5020,522210,10007390,522210,,1000-50-50-5020-501580-000000-000-522210-,Specialty Departmental Supplie,E,0
1000,50,5020,522210,10007400,522210,,1000-50-50-5020-502012-000000-000-522210-,Specialty Departmental Supplie,E,0
1000,50,5020,522210,10007410,522210,,1000-50-50-5020-503500-000000-000-522210-,Specialty Departmental Supplie,E,0
1000,50,5020,522210,10007420,522210,,1000-50-50-5020-507690-000000-000-522210-,Specialty Departmental Supplie,E,0
1000,50,5020,522220,10007390,522220,,1000-50-50-5020-501580-000000-000-522220-,Equipment Maintenance,E,0
1000,50,5020,522220,10007400,522220,,1000-50-50-5020-502012-000000-000-522220-,Equipment Maintenance,E,0
1000,50,5020,522230,10007380,522230,,1000-50-50-5020-501150-000000-000-522230-,Sm Tools & Expnd Eqpt,E,0
1000,50,5020,522230,10007390,522230,,1000-50-50-5020-501580-000000-000-522230-,Sm Tools & Expnd Eqpt,E,0
1000,50,5020,522230,10007420,522230,,1000-50-50-5020-507690-000000-000-522230-,Sm Tools & Expnd Eqpt,E,0
1000,50,5020,522240,10007370,522240,,1000-50-50-5020-000000-000000-000-522240-,Office Supplies,E,2601
1000,50,5020,522240,10007380,522240,,1000-50-50-5020-501150-000000-000-522240-,Office Supplies,E,2800
1000,50,5020,522240,10007400,522240,,1000-50-50-5020-502012-000000-000-522240-,Office Supplies,E,0
1000,50,5020,522240,10007410,522240,,1000-50-50-5020-503500-000000-000-522240-,Office Supplies,E,0
1000,50,5020,522240,10007420,522240,,1000-50-50-5020-507690-000000-000-522240-,Office Supplies,E,0
1000,50,5020,522240,10007430,522240,,1000-50-50-5020-508520-000000-000-522240-,Office Supplies,E,0
1000,50,5020,522250,10007390,522250,,1000-50-50-5020-501580-000000-000-522250-,Technology Services,E,0
1000,50,5020,522250,10007400,522250,,1000-50-50-5020-502012-000000-000-522250-,Technology Services,E,0
1000,50,5020,522250,10007410,522250,,1000-50-50-5020-503500-000000-000-522250-,Technology Services,E,0
1000,50,5020,522250,10007420,522250,,1000-50-50-5020-507690-000000-000-522250-,Technology Services,E,0
1000,50,5020,522250,10007430,522250,,1000-50-50-5020-508520-000000-000-522250-,Technology Services,E,0
1000,50,5020,522490,10007390,522490,,1000-50-50-5020-501580-000000-000-522490-,Other Materials/Supplies,E,0
1000,50,5020,522490,10007400,522490,,1000-50-50-5020-502012-000000-000-522490-,Other Materials/Supplies,E,0
1000,50,5020,522490,10007420,522490,,1000-50-50-5020-507690-000000-000-522490-,Other Materials/Supplies,E,0
1000,50,5020,522490,10007430,522490,,1000-50-50-5020-508520-000000-000-522490-,Other Materials/Supplies,E,0
1000,50,5020,522500,10007370,522500,,1000-50-50-5020-000000-000000-000-522500-,Telecommunications,E,31408
1000,50,5020,522500,10007380,522500,,1000-50-50-5020-501150-000000-000-522500-,Telecommunications,E,2060
1000,50,5020,522500,10007390,522500,,1000-50-50-5020-501580-000000-000-522500-,Telecommunications,E,0
1000,50,5020,522500,10007400,522500,,1000-50-50-5020-502012-000000-000-522500-,Telecommunications,E,0
1000,50,5020,522500,10007410,522500,,1000-50-50-5020-503500-000000-000-522500-,Telecommunications,E,0
1000,50,5020,522500,10007420,522500,,1000-50-50-5020-507690-000000-000-522500-,Telecommunications,E,0
1000,50,5020,522500,10007430,522500,,1000-50-50-5020-508520-000000-000-522500-,Telecommunications,E,0
1000,50,5020,522510,10007380,522510,,1000-50-50-5020-501150-000000-000-522510-,ISP Telecommunications,E,1073
1000,50,5020,522510,10007400,522510,,1000-50-50-5020-502012-000000-000-522510-,ISP Telecommunications,E,0
1000,50,5020,522520,10007370,522520,,1000-50-50-5020-000000-000000-000-522520-,Utilities,E,75600
1000,50,5020,522520,10007390,522520,,1000-50-50-5020-501580-000000-000-522520-,Utilities,E,0
1000,50,5020,529000,10007370,529000,,1000-50-50-5020-000000-000000-000-529000-,Travel & Meetings,E,0
1000,50,5020,529000,10007400,529000,,1000-50-50-5020-502012-000000-000-529000-,Travel & Meetings,E,0
1000,50,5020,529000,10007420,529000,,1000-50-50-5020-507690-000000-000-529000-,Travel & Meetings,E,0
1000,50,5020,529010,10007380,529010,,1000-50-50-5020-501150-000000-000-529010-,Empl Reimb Training Exp,E,0
1000,50,5020,529010,10007390,529010,,1000-50-50-5020-501580-000000-000-529010-,Empl Reimb Training Exp,E,0
1000,50,5020,529020,10007380,529020,,1000-50-50-5020-501150-000000-000-529020-,Training Conf & Meetings,E,600
1000,50,5020,529020,10007400,529020,,1000-50-50-5020-502012-000000-000-529020-,Training Conf & Meetings,E,0
1000,50,5020,529030,10007370,529030,,1000-50-50-5020-000000-000000-000-529030-,Postage,E,13362
1000,50,5020,529030,10007380,529030,,1000-50-50-5020-501150-000000-000-529030-,Postage,E,1500
1000,50,5020,529030,10007410,529030,,1000-50-50-5020-503500-000000-000-529030-,Postage,E,0
1000,50,5020,529030,10007420,529030,,1000-50-50-5020-507690-000000-000-529030-,Postage,E,0
1000,50,5020,529040,10007370,529040,,1000-50-50-5020-000000-000000-000-529040-,Printing & Publishing,E,16700
1000,50,5020,529040,10007380,529040,,1000-50-50-5020-501150-000000-000-529040-,Printing & Publishing,E,3000
1000,50,5020,529040,10007420,529040,,1000-50-50-5020-507690-000000-000-529040-,Printing & Publishing,E,0
1000,50,5020,529040,10007430,529040,,1000-50-50-5020-508520-000000-000-529040-,Printing & Publishing,E,0
1000,50,5020,529040,10505190,529040,,1000-50-50-5020-507690-505020-000-529040-,Printing & Publishing,E,0
1000,50,5020,529040,10505200,529040,,1000-50-50-5020-507690-505030-000-529040-,Printing & Publishing,E,0
1000,50,5020,529050,10007370,529050,,1000-50-50-5020-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,1540
1000,50,5020,529050,10007380,529050,,1000-50-50-5020-501150-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,500
1000,50,5020,529050,10007390,529050,,1000-50-50-5020-501580-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,0
1000,50,5020,529050,10007400,529050,,1000-50-50-5020-502012-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,0
1000,50,5020,529050,10007410,529050,,1000-50-50-5020-503500-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,0
1000,50,5020,529050,10007420,529050,,1000-50-50-5020-507690-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,0
1000,50,5020,529050,10007430,529050,,1000-50-50-5020-508520-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,0
1000,50,5020,529999,10007400,529999,,1000-50-50-5020-502012-000000-000-529999-,Pcard expense - unallocated,E,0
1000,50,5030,510100,10007440,510100,,1000-50-50-5030-503010-000000-000-510100-,Salaries & Wages - Regular,E,420174
1000,50,5030,510100,10007450,510100,,1000-50-50-5030-508075-000000-000-510100-,Salaries & Wages - Regular,E,0
1000,50,5030,510140,10007440,510140,,1000-50-50-5030-503010-000000-000-510140-,Overtime,E,16096
1000,50,5030,510140,10007450,510140,,1000-50-50-5030-508075-000000-000-510140-,Overtime,E,0
1000,50,5030,510150,10007450,510150,,1000-50-50-5030-508075-000000-000-510150-,Salary & Wage - Temp,E,0
1000,50,5030,510195,10007440,510195,,1000-50-50-5030-503010-000000-000-510195-,Employee Merit Pay,E,8217
1000,50,5030,515130,10007440,515130,,1000-50-50-5030-503010-000000-000-515130-,Social Security Tax,E,32771
1000,50,5030,515130,10007450,515130,,1000-50-50-5030-508075-000000-000-515130-,Social Security Tax,E,0
1000,50,5030,515140,10007440,515140,,1000-50-50-5030-503010-000000-000-515140-,Empl Retirement Expns,E,39403
1000,50,5030,515140,10007450,515140,,1000-50-50-5030-508075-000000-000-515140-,Empl Retirement Expns,E,0
1000,50,5030,515150,10007440,515150,,1000-50-50-5030-503010-000000-000-515150-,Empl Insurance Premium,E,58383
1000,50,5030,515190,10007440,515190,,1000-50-50-5030-503010-000000-000-515190-,401K Retirement,E,12851
1000,50,5030,515190,10007450,515190,,1000-50-50-5030-508075-000000-000-515190-,401K Retirement,E,0
1000,50,5030,520030,10007440,520030,,1000-50-50-5030-503010-000000-000-520030-,Uniforms-Prot Clothing,E,4320
1000,50,5030,520030,10007450,520030,,1000-50-50-5030-508075-000000-000-520030-,Uniforms-Prot Clothing,E,0
1000,50,5030,520040,10007440,520040,,1000-50-50-5030-503010-000000-000-520040-,Rental of Uniforms,E,0
1000,50,5030,520040,10007450,520040,,1000-50-50-5030-508075-000000-000-520040-,Rental of Uniforms,E,0
1000,50,5030,520050,10007440,520050,,1000-50-50-5030-503010-000000-000-520050-,Auto & Othr Allowances,E,2268
1000,50,5030,520060,10007440,520060,,1000-50-50-5030-503010-000000-000-520060-,Meals and Subsistence,E,514
1000,50,5030,520110,10007440,520110,,1000-50-50-5030-503010-000000-000-520110-,M&R Equipment,E,26330
1000,50,5030,520110,10007450,520110,,1000-50-50-5030-508075-000000-000-520110-,M&R Equipment,E,0
1000,50,5030,520280,10007450,520280,,1000-50-50-5030-508075-000000-000-520280-,Temporary Help Fees,E,0
1000,50,5030,520610,10007440,520610,,1000-50-50-5030-503010-000000-000-520610-,Education,E,0
1000,50,5030,521900,10007440,521900,,1000-50-50-5030-503010-000000-000-521900-,Fees - Other,E,350
1000,50,5030,521900,10007450,521900,,1000-50-50-5030-508075-000000-000-521900-,Fees - Other,E,0
1000,50,5030,521910,10007440,521910,,1000-50-50-5030-503010-000000-000-521910-,Misc Contractual Services,E,1200
1000,50,5030,521910,10007450,521910,,1000-50-50-5030-508075-000000-000-521910-,Misc Contractual Services,E,4558770
1000,50,5030,522000,10007440,522000,,1000-50-50-5030-503010-000000-000-522000-,Motor Fuels & Lubrcnts,E,25025
1000,50,5030,522000,10007450,522000,,1000-50-50-5030-508075-000000-000-522000-,Motor Fuels & Lubrcnts,E,0
1000,50,5030,522210,10007440,522210,,1000-50-50-5030-503010-000000-000-522210-,Specialty Departmental Supplie,E,2000
1000,50,5030,522220,10007440,522220,,1000-50-50-5030-503010-000000-000-522220-,Equipment Maintenance,E,0
1000,50,5030,522240,10007440,522240,,1000-50-50-5030-503010-000000-000-522240-,Office Supplies,E,4000
1000,50,5030,522490,10007440,522490,,1000-50-50-5030-503010-000000-000-522490-,Other Materials/Supplies,E,0
1000,50,5030,522500,10007440,522500,,1000-50-50-5030-503010-000000-000-522500-,Telecommunications,E,9547
1000,50,5030,522500,10007450,522500,,1000-50-50-5030-508075-000000-000-522500-,Telecommunications,E,0
1000,50,5030,522510,10007440,522510,,1000-50-50-5030-503010-000000-000-522510-,ISP Telecommunications,E,2396
1000,50,5030,524020,10007450,524020,,1000-50-50-5030-508075-000000-000-524020-,Rental Of Equipment,E,0
1000,50,5030,529020,10007440,529020,,1000-50-50-5030-503010-000000-000-529020-,Training Conf & Meetings,E,2500
1000,50,5030,529030,10007440,529030,,1000-50-50-5030-503010-000000-000-529030-,Postage,E,36
1000,50,5030,529040,10007440,529040,,1000-50-50-5030-503010-000000-000-529040-,Printing & Publishing,E,725
1000,50,5030,529050,10007440,529050,,1000-50-50-5030-503010-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,600
1000,50,5040,510100,10007460,510100,,1000-50-50-5040-503575-000000-000-510100-,Salaries & Wages - Regular,E,262468
1000,50,5040,510140,10007460,510140,,1000-50-50-5040-503575-000000-000-510140-,Overtime,E,6021
1000,50,5040,510195,10007460,510195,,1000-50-50-5040-503575-000000-000-510195-,Employee Merit Pay,E,5308
1000,50,5040,515130,10007460,515130,,1000-50-50-5040-503575-000000-000-515130-,Social Security Tax,E,20485
1000,50,5040,515140,10007460,515140,,1000-50-50-5040-503575-000000-000-515140-,Empl Retirement Expns,E,19200
1000,50,5040,515150,10007460,515150,,1000-50-50-5040-503575-000000-000-515150-,Empl Insurance Premium,E,25948
1000,50,5040,515190,10007460,515190,,1000-50-50-5040-503575-000000-000-515190-,401K Retirement,E,8033
1000,50,5040,520030,10007460,520030,,1000-50-50-5040-503575-000000-000-520030-,Uniforms-Prot Clothing,E,672
1000,50,5040,520040,10007460,520040,,1000-50-50-5040-503575-000000-000-520040-,Rental of Uniforms,E,0
1000,50,5040,520050,10007460,520050,,1000-50-50-5040-503575-000000-000-520050-,Auto & Othr Allowances,E,1400
1000,50,5040,520060,10007460,520060,,1000-50-50-5040-503575-000000-000-520060-,Meals and Subsistence,E,1700
1000,50,5040,520610,10007460,520610,,1000-50-50-5040-503575-000000-000-520610-,Education,E,0
1000,50,5040,521900,10007460,521900,,1000-50-50-5040-503575-000000-000-521900-,Fees - Other,E,0
1000,50,5040,521910,10007460,521910,,1000-50-50-5040-503575-000000-000-521910-,Misc Contractual Services,E,158000
1000,50,5040,522210,10007460,522210,,1000-50-50-5040-503575-000000-000-522210-,Specialty Departmental Supplie,E,12000
1000,50,5040,522230,10007460,522230,,1000-50-50-5040-503575-000000-000-522230-,Sm Tools & Expnd Eqpt,E,0
1000,50,5040,522240,10007460,522240,,1000-50-50-5040-503575-000000-000-522240-,Office Supplies,E,5000
1000,50,5040,522250,10007460,522250,,1000-50-50-5040-503575-000000-000-522250-,Technology Services,E,82670
1000,50,5040,522500,10007460,522500,,1000-50-50-5040-503575-000000-000-522500-,Telecommunications,E,7813
1000,50,5040,522510,10007460,522510,,1000-50-50-5040-503575-000000-000-522510-,ISP Telecommunications,E,1052
1000,50,5040,529000,10007460,529000,,1000-50-50-5040-503575-000000-000-529000-,Travel & Meetings,E,450
1000,50,5040,529010,10007460,529010,,1000-50-50-5040-503575-000000-000-529010-,Empl Reimb Training Exp,E,1428
1000,50,5040,529020,10007460,529020,,1000-50-50-5040-503575-000000-000-529020-,Training Conf & Meetings,E,0
1000,50,5040,529030,10007460,529030,,1000-50-50-5040-503575-000000-000-529030-,Postage,E,780
1000,50,5040,529040,10007460,529040,,1000-50-50-5040-503575-000000-000-529040-,Printing & Publishing,E,200
1000,50,5040,529050,10007460,529050,,1000-50-50-5040-503575-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,680
1000,50,5050,510100,10007470,510100,,1000-50-50-5050-500740-000000-000-510100-,Salaries & Wages - Regular,E,793909
1000,50,5050,510100,10007480,510100,,1000-50-50-5050-501050-000000-000-510100-,Salaries & Wages - Regular,E,369422
1000,50,5050,510100,10007490,510100,,1000-50-50-5050-502000-000000-000-510100-,Salaries & Wages - Regular,E,2810053
